,id,kills,assists,arrow_accuracy,kit,position
1989,NotAlqn,0,0,,Speleologist,11
1990,O5_inevitable,4,0,,Chronobreaker,1
1991,wolloam7787662,2,0,0.0,Armorer,3
1992,Floridq,1,0,,Scout,5
1993,DvnEvndr,1,0,0.2,Pyro,4
1994,jordwan,1,0,,Knight,8
1995,G5pple,0,0,,Cryomancer,2
1996,glox322,0,0,,Knight,6
1997,Tomwan,0,0,,Chronobreaker,9
1998,_Sk1pyyy_,0,0,,Scout,10
1999,Fooming,0,0,0.4,Scout,7
2000,xDgaming64,0,0,,Knight,12
2001,BowMaster888,5,0,0.25,Knight,1
2002,Boogaba,2,0,0.5,Scout,3
2003,Thecrazypudding,2,2,,Chronobreaker,2
2004,EmerqldWither,1,0,,Scout,4
2005,UnbakedSnail830,1,0,,Ecologist,8
2006,Krispify,0,0,,Frog,7
2007,little_hoser,0,0,,Fisherman,5
2008,Iryshmac,0,0,,Baseball Player,10
2009,OxiMalakas,0,0,,Knight,12
2010,lastseen1yearago,0,0,,Armorer,9
2011,The4thDoor,0,0,,Frog,11
2012,Bartofsow,3,1,,Scout,1
2013,Math_Notebook,2,1,0.43,Frog,2
2014,RaydenQT,1,0,,Knight,9
2015,5ight,1,0,0.14,Armorer,6
2016,q1mplez,0,1,,Scout,8
2017,edaterphobic,0,0,,Ecologist,12
2018,F4LSER,0,0,,Frog,3
2019,Tarma3778,0,0,,Scout,11
2020,dinay,0,1,,Knight,7
2021,bigbenyboo,0,0,,Armorer,4
2022,steveveveveve_YT,0,0,,Scout,10
2023,KrazeACE,5,0,0.13,Scout,2
2024,Tobi1i,1,0,,Chronobreaker,9
2025,NoOrdinaryStix,1,0,,Chronobreaker,6
2026,double_like,1,0,,Pharaoh,1
2027,SaifMohDa,1,0,,Farmer,5
2028,KamikazeJAM_YT,1,0,0.17,Frog,4
2029,OTBET,0,0,,Monster Trainer,12
2030,q1mplez,0,0,,Scout,11
2031,hotsauce_the2nd,0,1,,Pyro,10
2032,JackPagwun,0,0,,Farmer,7
2033,SteelOrchid7505,0,1,,Healer,3
2034,agroplayer,3,0,,Chronobreaker,1
2035,bigbenyboo,2,0,0.0,Armorer,3
2036,BowMaster888,1,0,,Knight,4
2037,nottherealomom,1,0,,Ecologist,11
2038,KING1243,0,0,,Scout,5
2039,KubexioreczeQ,0,0,,Baseball Player,2
2040,EdytaKielawa,0,0,,Knight,6
2041,Doomsayer,0,0,,Pro,12
2042,ItzAl1ce,0,0,,Farmer,9
2043,Gwz_,0,0,,Knight,8
2044,HR_Snail,0,0,,Ecologist,10
2045,Crayonix,3,0,0.32,Chronobreaker,1
2046,CoolName__,2,0,,Chronobreaker,4
2047,Whiiskeey,1,0,,Armorer,3
2048,The4thDoor,1,0,,Frog,10
2049,InnuTheHotEboy,1,0,,Fisherman,2
2050,NavTheHotEgirl,0,0,,Snowman,7
2051,Luify,0,0,,Knight,9
2052,4fte,0,0,,Scout,6
2053,Logic56,0,0,,Pro,5
2054,KayLGF,0,0,,Knight,8
2055,Doomsayer,0,0,,Pro,12
2056,palnet,5,0,0.0,Chronobreaker,1
2057,KubexioreczeQ,2,0,0.38,Baseball Player,5
2058,Husky_AGP,1,0,0.37,Knight,2
2059,OTBET,0,0,,Monster Trainer,11
2060,PeidaNaoXRQ,0,0,,Scout,10
2061,XyxleyThePixel,0,0,,Enderman,7
2062,Itz_hot_raven,0,0,,Armorer,8
2063,tuna__exe,0,0,,Pro,9
2064,minamejef,0,0,0.31,Pro,6
2065,botie,0,0,,Ecologist,4
2066,Doomsayer,0,0,,Pro,12
2067,tryhwrd,3,2,,Scout,1
2068,Ispoved,3,0,0.0,Scout,5
2069,Baug1,0,0,,Armorer,3
2070,Graphiics,0,0,,Knight,11
2071,Frozyev,0,0,,Knight,7
2072,fishslayer769,0,0,,Armorsmith,9
2073,oberqx,0,0,,Armorer,6
2074,Doomsayer,0,0,,Pro,12
2075,pansxd,0,0,,Scout,10
2076,Supertansponge,0,1,,Magician,4
2077,Tahuh,0,0,,Frog,8
2078,BowMaster888,6,0,0.3,Knight,1
2079,KrazeACE,2,0,0.29,Scout,7
2080,Kaito273,1,0,0.75,None,2
2081,TroxxyApe,0,0,,Ecologist,5
2082,Graphiics,0,0,,Knight,10
2083,HobbylosNet3,0,0,,None,8
2084,uHarm,0,0,,Scout,11
2085,Jasoncool,0,0,,Scout,3
2086,Chrisi1504,0,0,0.0,Enderman,12
2087,Toadmeal,0,0,,Knight,6
2088,oday,0,0,,Knight,9
2089,Graphiics,5,0,0.18,Knight,1
2090,egorhik,3,0,0.57,Scout,2
2091,zDarkmatter,1,1,,Knight,6
2092,Pairl,0,0,,Chronobreaker,5
2093,Frozyev,0,0,,Knight,10
2094,Sammyk500,0,0,,None,11
2095,MagicRayTrace,0,0,0.0,Scout,9
2096,EXA132,0,0,,Pig Rider,4
2097,ITZzAli,0,0,0.0,Enderman,3
2098,HungerAnder,0,0,,Scout,8
2099,Congradulations,0,0,,Frog,12
2100,gjapples,3,0,,Pharaoh,1
2101,Isakback,2,0,,Armorer,4
2102,NoOrdinaryStix,1,0,,Chronobreaker,6
2103,StayTqxic,1,1,,Armorer,8
2104,Vocxzyy,1,0,,Knight,7
2105,Gub24,0,1,,Armorer,9
2106,eyqx,0,0,,Frog,10
2107,DemationBoi,0,0,,Frog,5
2108,Matt123,0,0,,Armorer,2
2109,Doomsayer,0,0,,Pro,12
2110,aidrythecat,0,0,,Knight,11
2111,4806,3,0,,Chronobreaker,1
2112,Fooming,3,1,,Scout,4
2113,BowThai,2,0,,Armorer,2
2114,gjapples,1,0,,Pharaoh,6
2115,romwn,0,0,0.0,Ecologist,8
2116,Carcinogenesis,0,0,,Fishmonger,5
2117,scxut,0,0,,Scout,11
2118,Jiku0123,0,0,,Frog,10
2119,FrivGames,0,0,0.25,Knight,3
2120,Doomsayer,0,0,,Pro,12
2121,cylindercubed,0,0,,Knight,7
2122,dead_assassin,5,1,,Frog,1
2123,KamikazeJAM_YT,2,0,,Frog,2
2124,bossdogcopper,1,0,,Energix,4
2125,FragilesnowYT,1,1,,Scout,8
2126,Gub24,0,0,,Armorer,12
2127,Guja,0,0,0.0,Knight,5
2128,thealbert389,0,0,,Enderman,9
2129,P3rcy_,0,0,,Knight,10
2130,IronNolan,0,0,,Knight,11
2131,therekitty,0,1,,Scout,3
2132,_Mando_,0,1,,Enderman,6
2133,em3c,6,0,,Scout,1
2134,IGamerZ73,2,0,0.67,Enderman,2
2135,idkgamz,1,0,,Armorer,3
2136,ItIsGreen,1,0,,Knight,7
2137,Bird_Food,1,1,,Ecologist,5
2138,dog_e,0,1,0.33,Armorsmith,6
2139,bladeboynumber2,0,0,,Enderman,9
2140,Cytontric,0,0,,Farmer,12
2141,Jeronic,0,0,,Knight,4
2142,za_monster,0,0,,Knight,10
2143,AkfZoom,0,0,,Chronobreaker,8
2144,scxut,4,0,,Scout,1
2145,MaFia___,1,0,,Knight,7
2146,Skatrice,1,0,0.0,Knight,6
2147,SergeantUnicorns,1,0,0.2,Farmer,4
2148,Interstellars,1,1,0.33,Chronobreaker,2
2149,IronNolan,1,0,,Knight,5
2150,MetallicSaladFor,0,0,,Scout,10
2151,DarkSawk,0,0,,Knight,8
2152,kto_nadristal,0,0,,Scout,11
2153,Doomsayer,0,0,,Pro,12
2154,Cosmic1310yt,0,0,,Knight,9
2155,YoruMain1234,7,0,,None,1
2156,smpcd,1,0,,Armorer,6
2157,SpiffyKanger,1,0,0.13,Knight,4
2158,greencrayola,0,0,,Ecologist,8
2159,joaoMODS_,0,0,,Scout,10
2160,Pnuts21,0,0,,Knight,11
2161,strefka_konewka,0,0,,Knight,12
2162,Palmzy_,0,0,,None,5
2163,PonyaraKid,0,0,0.33,Frog,2
2164,Lord_Driiver,0,0,,Knight,9
2165,AmitAmitKing,0,0,,Ecologist,7
2166,_Hquk,3,0,,Chronobreaker,1
2167,PeidaNaoXRQ,2,0,,Scout,2
2168,yK_1,2,0,,Chronobreaker,4
2169,eyqx,1,0,,Frog,3
2170,oSkywars,1,0,,Chronobreaker,7
2171,OTBET,0,0,,Monster Trainer,12
2172,joaoMODS_,0,0,,Scout,10
2173,GmanShablam,0,0,,Enderman,5
2174,Ahaba_,0,0,,Knight,11
2175,Dani_OnBroadway,0,0,,Enderman,9
2176,botie,0,0,,Scout,6
2177,agroplayer,4,0,,Chronobreaker,1
2178,IlyPortret,2,0,0.2,Scout,3
2179,thanos8,2,0,,Armorer,4
2180,siiimon,1,1,,Enderman,6
2181,zlimpdex,1,1,0.46,Knight,2
2182,F4LSER,0,0,,Frog,9
2183,Notmatthew,0,0,,Knight,12
2184,Qydoz,0,0,,Armorer,7
2185,Mine_Fox_Studios,0,0,,Knight,10
2186,Carcinogenesis,0,0,,Fishmonger,5
2187,Gammeltomten,0,0,,Armorer,8
2188,ilovegreencars,7,0,,Knight,1
2189,OTBET,0,0,,Monster Trainer,12
2190,lil_haluz,0,0,,Scout,5
2191,anttqt,0,0,,Knight,9
2192,LegitLemons,0,0,,Frog,3
2193,Zerooxs,0,0,,Frog,4
2194,fwibbles,0,0,,Frog,11
2195,Kettui,0,0,,Cannoneer,6
2196,Gxiz,0,0,,Cannoneer,2
2197,L1nuxUser,0,0,,Knight,10
2198,VoRoBey564,0,0,0.25,Frog,8
2199,NxNamee,3,1,,Armorsmith,1
2200,Cyfix,3,0,,Knight,2
2201,Potato_Time,1,0,,Golem,10
2202,Coscia,1,1,,Scout,7
2203,ToningMonster,1,0,,Frog,4
2204,em3c,0,0,,Scout,11
2205,iDood,0,0,0.5,Knight,6
2206,OldProfile,0,0,,Armorer,12
2207,StaffdeMoses,0,0,,Knight,5
2208,Soccer123Gamer,0,0,,Knight,9
2209,demiansitoo,0,0,,None,3
2210,Taseh,4,0,,Zookeeper,1
2211,food_is_cool,1,0,0.5,Chronobreaker,2
2212,SurfingGhost,0,0,0.0,Knight,5
2213,oSmokeyy,0,0,,Enderman,7
2214,maxRJplayz,0,0,,Chronobreaker,3
2215,Pqrter,0,0,,Pharaoh,12
2216,FiestyRice,0,0,,Armorer,8
2217,L4TG,0,0,,Ecologist,9
2218,DarkSawk,0,0,,Knight,11
2219,InvisibleSquidd,0,0,,Knight,10
2220,OnFireOFC,0,0,,Scout,6
2221,SmokeBomb3768,2,1,0.4,Knight,3
2222,Taseh,2,0,,Zookeeper,5
2223,santayetty,1,0,0.44,Scout,2
2224,Z1pponulle,1,0,,Scout,6
2225,MaeloZ,1,0,,Frog,1
2226,alipoop,0,0,,Speleologist,10
2227,Click7284,0,0,,Scout,7
2228,oberqx,0,0,,Armorer,9
2229,AchilleanYT,0,0,,Pro,11
2230,StarManZee,0,0,,Frog,12
2231,bathtimejeff,0,1,,Chronobreaker,8
2232,Serodere,5,0,0.3,Chronobreaker,1
2233,GucciedV4,4,0,0.4,Armorer,2
2234,Yoshi294,1,0,0.56,Armorer,3
2235,Endicey00,0,0,,Frog,11
2236,PapaGuinea,0,0,,Knight,5
2237,EskiToggled,0,0,,Chronobreaker,6
2238,Denne,0,0,,End Lord,4
2239,Milk_spoon,0,0,,Knight,7
2240,BNathan,0,1,,Knight,9
2241,_BitxFrozen_,0,1,1.0,Armorer,8
2242,Luxford,0,0,,Frog,12
2243,DarkSawk,4,0,0.33,Knight,5
2244,DRKcrazykid,4,0,,Farmer,1
2245,Burger_Pie,2,0,,Armorer,2
2246,wifai,1,1,,Chronobreaker,3
2247,avreey,0,1,,Knight,4
2248,Enchantify,0,0,,Chronobreaker,12
2249,SnakeBiteYT,0,1,,Enderman,8
2250,Jasoncool,0,1,1.0,Scout,7
2251,Lukikes,0,1,0.67,Armorer,9
2252,YTFrostBite,0,0,,Scout,11
2253,Light_Bluee,0,0,,Nether Lord,10
2254,UltraEmma,7,0,,Scout,1
2255,Fuper_,2,0,,Pro,6
2256,Swaggylax,1,0,,Frog,10
2257,Blueeyegamer727,1,0,0.0,Chronobreaker,4
2258,BlobbyBobby_,0,0,0.2,Enderman,7
2259,scxut,0,1,,Scout,11
2260,HelplessEclipse,0,0,0.0,Pro,5
2261,MisinkoDolomit,0,0,,Armorsmith,2
2262,Nesquire727,0,0,,Healer,9
2263,Cyan_Storm189,0,0,,Armorer,12
2264,YT_TiTaN,0,0,,Pro,8
2265,_Hquk,3,0,0.5,Chronobreaker,1
2266,DortGen1527,3,0,,None,3
2267,ZeroSlaw222,1,0,,Knight,9
2268,Makhoto,1,0,,None,5
2269,Air29282,1,0,,Pyro,6
2270,lordoftheunivrse,0,0,0.0,Chronobreaker,11
2271,tikka16,0,1,,None,7
2272,mosesboo,0,0,,Armorer,12
2273,Arcais,0,0,,Scout,8
2274,Icewarrow,0,0,,Pharaoh,4
2275,PotatoGraphicsYT,0,0,0.0,Armorer,2
2276,LilMaax,5,0,,Scout,1
2277,MrQT,3,1,,Frog,4
2278,aico_o,2,0,,Farmer,6
2279,OTBET,0,0,,Monster Trainer,12
2280,agroplayer,0,1,,Scout,8
2281,DoctorParrot,0,0,,Knight,11
2282,moondrop_69,0,1,,Armorer,3
2283,Zero_is_taken,0,0,,Scout,2
2284,Gmaxsss,0,1,,Knight,10
2285,ihuys,0,0,,Pharaoh,9
2286,KelvinTheBear,0,1,,Scout,7
2287,pepemr,5,0,,Chronobreaker,1
2288,Gedrag,2,0,,Ecologist,2
2289,Yesterday_NT,1,0,,Ecologist,8
2290,AdamIsTrash,1,1,,Chronobreaker,3
2291,yisusgamer456,0,1,,Scout,9
2292,Derpy_Baby,0,2,0.5,Knight,5
2293,BoulyFTW,0,0,,Enderman,7
2294,SirGwenStacy,0,0,,Ecologist,12
2295,c0sa_,0,1,,Armorer,6
2296,TinyAnkylosaur,0,0,,None,4
2297,SrDumbo,0,0,,Scout,10
2298,castroeg,4,0,,Knight,1
2299,Villish,2,0,,Slime,4
2300,oThinks,2,0,,Chronobreaker,2
2301,MaxAttack38,1,0,,End Lord,6
2302,OTBET,0,0,,Monster Trainer,12
2303,xcomboedx,0,0,,Enderman,3
2304,ohdo,0,0,,Knight,11
2305,wfer,0,0,,Knight,7
2306,wickedblather,0,0,,Baseball Player,10
2307,y_yl,0,0,,Ecologist,5
2308,zRafinhaLoko,0,0,,Knight,8
2309,IBMPC,3,0,,Armorer,5
2310,SadFqsh,2,0,0.2,Chronobreaker,1
2311,opgamer21,1,0,,Knight,3
2312,ExTrupicioDoGrau,1,0,,Scout,4
2313,CoRRuPTeD_YT,1,0,,Pharaoh,7
2314,Jemo,0,0,,Chronobreaker,11
2315,Redirt,0,0,,Ecologist,8
2316,Wind35,0,0,,Armorer,10
2317,icklesauce,0,0,,Ecologist,12
2318,RockyStudios431,0,0,,Armorsmith,9
2319,Blueeyegamer727,0,0,,Chronobreaker,2
2320,Cowee_,4,0,,Chronobreaker,1
2321,Hallstain,3,0,,Scout,2
2322,hefise,2,0,,Scout,4
2323,snouvion,1,0,,Chronobreaker,6
2324,aico_o,1,0,,Farmer,3
2325,Player95,0,0,,Armorer,5
2326,breadrespecter,0,0,,Frog,7
2327,PJboiyo,0,0,,Knight,11
2328,ShanksDono,0,0,,Armorer,12
2329,dlbk,0,0,,Armorsmith,10
2330,RelentlessJ23,0,0,,None,9
2331,RYANSWAS,2,0,,Scout,2
2332,3ech,2,0,0.5,None,5
2333,GlubboBlubbo,1,0,,Engineer,4
2334,Denne,1,0,0.6,End Lord,1
2335,Nesquire727,1,0,,Healer,3
2336,PeidaNaoXRQ,0,0,,Scout,12
2337,dufflepud5,0,0,,Knight,6
2338,anomaroopa1717,0,0,,Knight,11
2339,RainnEX,0,0,,Chronobreaker,10
2340,iDyxver,0,0,,Knight,8
2341,Alhamdul,0,0,,None,9
2342,MasterCh1cken,2,0,0.25,Scout,3
2343,xabbi,2,0,,Chronobreaker,1
2344,TheCookiesKing,2,0,,Scout,5
2345,lilgrey11,1,0,,Pharaoh,2
2346,Justy289,0,0,,Knight,7
2347,Walter_hvid,0,0,,Knight,8
2348,Kenorbs,0,0,,Hunter,12
2349,gemirii,0,0,,Armorer,10
2350,PilotG,0,0,,Enderchest,6
2351,Walter_Junior,0,0,,Knight,9
2352,MCMonkeyKing,0,0,,None,4
2353,adamisfree,3,0,,Knight,1
2354,Nadelesc,2,0,,Armorer,4
2355,Manzur__,2,0,0.0,Speleologist,3
2356,LHMSprank,1,0,,Jester,5
2357,ezMaster_,0,0,,Scout,10
2358,3THAN__,0,0,,Batguy,12
2359,Harrot,0,0,,Pro,7
2360,Tibo_vw,0,0,,Pro,9
2361,Yeled_Yeh00di,0,0,,Knight,2
2362,Gogogoene77,0,0,,Chronobreaker,11
2363,saryuuu,0,0,,None,8
2364,TheHyperZombie,5,0,0.0,Scout,2
2365,Madnez123,4,0,,Armorer,1
2366,fwisp,1,0,,Knight,6
2367,iwky,0,0,,Farmer,7
2368,obamaparadox,0,0,,Knight,10
2369,Mostafa_Esam,0,0,,Farmer,3
2370,ItsArdi2019,0,0,,Knight,5
2371,zaba_dk1,0,0,,Knight,9
2372,weqtyz,0,0,,Scout,11
2373,lowpex,0,0,,Ecologist,12
2374,SkyBrot,0,0,,Ecologist,4
2375,TheMaxBatman,3,1,0.33,Scout,3
2376,Solgiauk,2,0,0.21,Enderchest,4
2377,80kRalley,1,0,0.14,Armorer,6
2378,novlr,1,0,,Armorer,2
2379,N1ce_and_Old,1,0,,Scout,9
2380,Windyer,1,0,0.17,Chronobreaker,10
2381,Tayrl,0,0,,Knight,8
2382,ispoke2soon,0,0,,Armorer,7
2383,SleepyBoy_,0,0,,Energix,1
2384,KOSINGG,0,0,,Armorer,11
2385,Doomsayer,0,0,,Pro,12
2386,Sienna71,4,1,,Armorsmith,1
2387,LION_GAY8,3,0,0.67,Scout,3
2388,Pr0st0_Den,2,0,,Scout,2
2389,carrotch1102,1,0,,Scout,5
2390,Hypertale,0,0,,Armorer,11
2391,Reacter,0,0,,Knight,9
2392,masamasa270,0,0,,Armorer,10
2393,Angryface_,0,0,,Farmer,7
2394,AlexJr_2006,0,0,0.5,Knight,6
2395,5ight,0,0,,Armorer,12
2396,Gogogoene77,0,0,0.33,Chronobreaker,8
2397,Fruitfulness,5,1,,Knight,1
2398,Me3029,3,0,,Knight,4
2399,ChanUngMineCraft,1,1,,Scout,5
2400,tox1cwasteel,1,1,,Farmer,6
2401,Nqten,0,0,,Scout,11
2402,InertPair,0,0,0.13,Scout,3
2403,Tiavina,0,0,,Knight,8
2404,Catutu27,0,0,,Ecologist,10
2405,SenyuR_MY,0,0,,Scout,12
2406,KOSINGG,0,0,,Armorer,9
2407,TootsMgeee,0,2,,Knight,7
2408,GOGOSI,4,1,0.33,Knight,1
2409,TysonFriis,2,0,,Knight,6
2410,Enfezada,2,0,,Armorer,3
2411,par3allel,2,0,,Scout,5
2412,zlimpdex,1,0,,Knight,11
2413,TimeMerchant,0,0,1.0,Knight,10
2414,TheLPro,0,0,,Knight,9
2415,Mau_beast,0,0,,Knight,8
2416,Jiku0123,0,0,,Frog,4
2417,T3ST1,0,0,0.17,Pro,7
2418,Highlander007,0,1,,Knight,12
2419,halliewagner2012,5,0,0.56,Knight,2
2420,ethansonline,2,0,,Knight,6
2421,Mochizuki_Rina,1,0,0.0,Slime,5
2422,VoidBeavers,0,0,,Chronobreaker,12
2423,L3332028,0,0,,None,9
2424,Gursaaj,0,0,,Nether Lord,7
2425,Klngg,0,0,,Scout,8
2426,PussLecheLover,0,0,,Knight,4
2427,8E_,0,1,0.5,Scout,3
2428,Joreman,0,0,,Scout,10
2429,goev,0,0,,Armorer,11
2430,TheNexReq,2,0,0.2,Knight,7
2431,eva_N_,1,0,,Chronobreaker,8
2432,V0V0YT,1,0,,Knight,2
2433,wSmooking,0,0,,Pro,9
2434,mengkongE727,0,0,,Knight,10
2435,PinkPiglet7543,0,0,,Armorer,5
2436,DancingCrypt,0,0,,Armorer,3
2437,Sebo486,0,0,,Knight,4
2438,Chilqx,0,0,,Speleologist,11
2439,AADIL_GAMER,0,0,,Chronobreaker,12
2440,akadakaa,0,0,0.13,Enderman,6
2441,oBlood,1,0,0.2,Frog,3
2442,BaccaDeww,1,0,0.35,Knight,2
2443,thetennisdude1,0,0,,Chronobreaker,9
2444,Not_Bo,0,0,,Armorer,4
2445,elitebow,0,0,,Farmer,7
2446,NateSnow,0,0,,Scout,11
2447,Panda_boy_123,0,0,,Ecologist,8
2448,Amyv1,0,0,0.0,Pharaoh,5
2449,Nitrocycle,0,0,,Farmer,10
2450,JediKeoni,0,0,,Knight,6
2451,Mad_Lord_6,0,0,,Armorer,12
2452,Rtbulen,3,0,,Farmer,4
2453,oTopG,3,0,0.43,Knight,2
2454,xNetherninja,1,0,,Armorer,8
2455,BANANA_2525,1,0,,Scout,5
2456,KaylFuture,1,0,,Frog,3
2457,quinnz,0,0,,Armorer,12
2458,ImAmogus,0,0,0.07,Chronobreaker,7
2459,GetMads,0,0,,Frog,11
2460,Luke488,0,1,,Knight,9
2461,Sarie1,0,0,,Scout,6
2462,pikqa_6cps,0,0,,Pharaoh,10
2463,Clof,2,0,0.25,Scout,3
2464,LoonyAmazing,2,1,,Chronobreaker,1
2465,Aristafat,1,0,,Scout,6
2466,DystopianForce,1,0,0.0,Knight,5
2467,Mythlikesfrogs,0,0,0.0,Troll,4
2468,osrcaveira,0,0,1.0,Armorer,7
2469,HashadJr,0,0,,Armorer,9
2470,kondexd,0,0,,Scout,10
2471,JustAPVPGod,0,0,,Knight,11
2472,Mad_Lord_6,0,0,,Armorer,12
2473,finip121,0,0,,Armorer,8
